   0.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e-04   5.8778525229247314e-01
   2.0000000000000000e-04   9.5105651629515353e-01
   2.9999999999999999e-04   9.5105651629515364e-01
   4.0000000000000001e-04   5.8778525229247325e-01
   5.0000000000000003e-04   1.2246467991473532e-16
   5.9999999999999998e-04  -5.8778525229247303e-01
   7.0000000000000007e-04  -9.5105651629515353e-01
   8.0000000000000002e-04  -9.5105651629515364e-01
   8.9999999999999997e-04  -5.8778525229247336e-01
   1.0000000000000001e-03  -2.4492935982947064e-16
   1.1000000000000000e-03   5.8778525229247292e-01
   1.2000000000000000e-03   9.5105651629515353e-01
   1.3000000000000000e-03   9.5105651629515364e-01
   1.4000000000000001e-03   5.8778525229247336e-01
   1.4999999999999999e-03   3.6739403974420594e-16
   1.6000000000000000e-03  -5.8778525229247280e-01
   1.7000000000000001e-03  -9.5105651629515342e-01
   1.7999999999999999e-03  -9.5105651629515375e-01
   1.9000000000000000e-03  -5.8778525229247347e-01
   2.0000000000000001e-03  -4.8985871965894128e-16
   2.0999999999999999e-03   5.8778525229247269e-01
   2.2000000000000000e-03   9.5105651629515342e-01
   2.3000000000000001e-03   9.5105651629515375e-01
   2.3999999999999999e-03   5.8778525229247358e-01
   2.5000000000000000e-03   6.1232339957367663e-16
   2.6000000000000001e-03  -5.8778525229247258e-01
   2.7000000000000002e-03  -9.5105651629515342e-01
   2.8000000000000003e-03  -9.5105651629515375e-01
   2.8999999999999998e-03  -5.8778525229247369e-01
   2.9999999999999999e-03  -7.3478807948841188e-16
   3.1000000000000000e-03   5.8778525229247247e-01
   3.2000000000000001e-03   9.5105651629515331e-01
   3.3000000000000002e-03   9.5105651629515386e-01
   3.4000000000000002e-03   5.8778525229247380e-01
   3.5000000000000003e-03  -2.6954609193973537e-15
   3.5999999999999999e-03  -5.8778525229247247e-01
   3.7000000000000000e-03  -9.5105651629515331e-01
   3.8000000000000000e-03  -9.5105651629515386e-01
   3.9000000000000001e-03  -5.8778525229247391e-01
   4.0000000000000002e-03  -9.7971743931788257e-16
   4.1000000000000003e-03   5.8778525229247514e-01
   4.1999999999999998e-03   9.5105651629515320e-01
   4.2999999999999999e-03   9.5105651629515386e-01
   4.4000000000000000e-03   5.8778525229247403e-01
   4.5000000000000001e-03   1.1021821192326179e-15
   4.6000000000000002e-03  -5.8778525229247225e-01
   4.7000000000000003e-03  -9.5105651629515431e-01
   4.7999999999999998e-03  -9.5105651629515398e-01
   4.8999999999999999e-03  -5.8778525229247414e-01
   5.0000000000000000e-03  -1.2246467991473533e-15
   5.1000000000000001e-03   5.8778525229247502e-01
   5.2000000000000002e-03   9.5105651629515320e-01
   5.3000000000000003e-03   9.5105651629515287e-01
   5.4000000000000004e-03   5.8778525229247425e-01
   5.5000000000000004e-03  -2.2056021997384123e-15
   5.6000000000000005e-03  -5.8778525229247203e-01
   5.7000000000000006e-03  -9.5105651629515420e-01
   5.8000000000000007e-03  -9.5105651629515187e-01
   5.8999999999999997e-03  -5.8778525229247713e-01
   5.9999999999999998e-03  -1.4695761589768237e-15
   6.0999999999999999e-03   5.8778525229246903e-01
   6.2000000000000000e-03   9.5105651629515309e-01
   6.3000000000000000e-03   9.5105651629515298e-01
   6.4000000000000001e-03   5.8778525229247436e-01
   6.4999999999999991e-03   5.1447545176920602e-15
   6.5999999999999992e-03  -5.8778525229246603e-01
   6.6999999999999993e-03  -9.5105651629515198e-01
   6.7999999999999994e-03  -9.5105651629515631e-01
   6.8999999999999995e-03  -5.8778525229247736e-01
   6.9999999999999996e-03  -1.7145055188062944e-15
   7.0999999999999996e-03   5.8778525229246881e-01
   7.1999999999999997e-03   9.5105651629515298e-01
   7.2999999999999998e-03   9.5105651629515520e-01
   7.3999999999999999e-03   5.8778525229247458e-01
   7.5000000000000000e-03   5.3896838775215305e-15
   7.6000000000000001e-03  -5.8778525229247158e-01
   7.7000000000000002e-03  -9.5105651629515409e-01
   7.8000000000000003e-03  -9.5105651629515420e-01
   7.9000000000000004e-03  -5.8778525229247180e-01
   8.0000000000000004e-03  -1.9594348786357651e-15
   8.1000000000000005e-03   5.8778525229247436e-01
   8.2000000000000006e-03   9.5105651629515520e-01
   8.2999999999999996e-03   9.5105651629515531e-01
   8.3999999999999997e-03   5.8778525229247480e-01
   8.4999999999999998e-03   5.6346132373510016e-15
   8.5999999999999999e-03  -5.8778525229247147e-01
   8.7000000000000000e-03  -9.5105651629515187e-01
   8.8000000000000000e-03  -9.5105651629515420e-01
   8.9000000000000001e-03  -5.8778525229247203e-01
   9.0000000000000002e-03  -2.2043642384652358e-15
   9.1000000000000003e-03   5.8778525229247425e-01
   9.2000000000000004e-03   9.5105651629515287e-01
   9.2999999999999994e-03   9.5105651629515542e-01
   9.3999999999999995e-03   5.8778525229247502e-01
   9.4999999999999996e-03   5.8795425971804719e-15
   9.5999999999999996e-03  -5.8778525229247125e-01
   9.6999999999999997e-03  -9.5105651629515175e-01
   9.7999999999999998e-03  -9.5105651629515431e-01
   9.8999999999999999e-03  -5.8778525229247802e-01
   1.0000000000000000e-02  -2.4492935982947065e-15
