0 0 
3.0303e-05 0.189251 
6.06061e-05 0.371662 
9.09091e-05 0.540641 
0.000121212 0.690079 
0.000151515 0.814576 
0.000181818 0.909632 
0.000212121 0.971812 
0.000242424 0.998867 
0.000272727 0.989821 
0.00030303 0.945001 
0.000333333 0.866025 
0.000363636 0.75575 
0.000393939 0.618159 
0.000424242 0.458227 
0.000454545 0.281733 
0.000484848 0.095056 
0.000515152 -0.095056 
0.000545455 -0.281733 
0.000575758 -0.458227 
0.000606061 -0.618159 
0.000636364 -0.75575 
0.000666667 -0.866025 
0.00069697 -0.945001 
0.000727273 -0.989821 
0.000757576 -0.998867 
0.000787879 -0.971812 
0.000818182 -0.909632 
0.000848485 -0.814576 
0.000878788 -0.690079 
0.000909091 -0.540641 
0.000939394 -0.371662 
0.000969697 -0.189251 
0.001 -2.44921e-16 
0.0010303 0.189251 
0.00106061 0.371662 
0.00109091 0.540641 
0.00112121 0.690079 
0.00115152 0.814576 
0.00118182 0.909632 
0.00121212 0.971812 
0.00124242 0.998867 
0.00127273 0.989821 
0.00130303 0.945001 
0.00133333 0.866025 
0.00136364 0.75575 
0.00139394 0.618159 
0.00142424 0.458227 
0.00145455 0.281733 
0.00148485 0.095056 
0.00151515 -0.095056 
0.00154545 -0.281733 
0.00157576 -0.458227 
0.00160606 -0.618159 
0.00163636 -0.75575 
0.00166667 -0.866025 
0.00169697 -0.945001 
0.00172727 -0.989821 
0.00175758 -0.998867 
0.00178788 -0.971812 
0.00181818 -0.909632 
0.00184848 -0.814576 
0.00187879 -0.690079 
0.00190909 -0.540641 
0.00193939 -0.371662 
0.0019697 -0.189251 
0.002 -4.89843e-16 
0.0020303 0.189251 
0.00206061 0.371662 
0.00209091 0.540641 
0.00212121 0.690079 
0.00215152 0.814576 
0.00218182 0.909632 
0.00221212 0.971812 
0.00224242 0.998867 
0.00227273 0.989821 
0.00230303 0.945001 
0.00233333 0.866025 
0.00236364 0.75575 
0.00239394 0.618159 
0.00242424 0.458227 
0.00245455 0.281733 
0.00248485 0.095056 
0.00251515 -0.095056 
0.00254545 -0.281733 
0.00257576 -0.458227 
0.00260606 -0.618159 
0.00263636 -0.75575 
0.00266667 -0.866025 
0.00269697 -0.945001 
0.00272727 -0.989821 
0.00275758 -0.998867 
0.00278788 -0.971812 
0.00281818 -0.909632 
0.00284848 -0.814576 
0.00287879 -0.690079 
0.00290909 -0.540641 
0.00293939 -0.371662 
0.0029697 -0.189251 
0.003 -7.34764e-16 


