   0.0000000e+00   0.0000000e+00
   5.0000000e-02   3.0901699e-01
   1.0000000e-01   5.8778525e-01
   1.5000000e-01   8.0901699e-01
   2.0000000e-01   9.5105652e-01
   2.5000000e-01   1.0000000e+00
   3.0000000e-01   9.5105652e-01
   3.5000000e-01   8.0901699e-01
   4.0000000e-01   5.8778525e-01
   4.5000000e-01   3.0901699e-01
   5.0000000e-01   1.2246468e-16
   5.5000000e-01  -3.0901699e-01
   6.0000000e-01  -5.8778525e-01
   6.5000000e-01  -8.0901699e-01
   7.0000000e-01  -9.5105652e-01
   7.5000000e-01  -1.0000000e+00
   8.0000000e-01  -9.5105652e-01
   8.5000000e-01  -8.0901699e-01
   9.0000000e-01  -5.8778525e-01
   9.5000000e-01  -3.0901699e-01
   1.0000000e+00  -2.4492936e-16
   1.0500000e+00   3.0901699e-01
   1.1000000e+00   5.8778525e-01
   1.1500000e+00   8.0901699e-01
   1.2000000e+00   9.5105652e-01
   1.2500000e+00   1.0000000e+00
   1.3000000e+00   9.5105652e-01
   1.3500000e+00   8.0901699e-01
   1.4000000e+00   5.8778525e-01
   1.4500000e+00   3.0901699e-01
   1.5000000e+00   3.6739404e-16
   1.5500000e+00  -3.0901699e-01
   1.6000000e+00  -5.8778525e-01
   1.6500000e+00  -8.0901699e-01
   1.7000000e+00  -9.5105652e-01
   1.7500000e+00  -1.0000000e+00
   1.8000000e+00  -9.5105652e-01
   1.8500000e+00  -8.0901699e-01
   1.9000000e+00  -5.8778525e-01
   1.9500000e+00  -3.0901699e-01
   2.0000000e+00  -4.8985872e-16
   2.0500000e+00   3.0901699e-01
   2.1000000e+00   5.8778525e-01
   2.1500000e+00   8.0901699e-01
   2.2000000e+00   9.5105652e-01
   2.2500000e+00   1.0000000e+00
   2.3000000e+00   9.5105652e-01
   2.3500000e+00   8.0901699e-01
   2.4000000e+00   5.8778525e-01
   2.4500000e+00   3.0901699e-01
   2.5000000e+00   6.1232340e-16
   2.5500000e+00  -3.0901699e-01
   2.6000000e+00  -5.8778525e-01
   2.6500000e+00  -8.0901699e-01
   2.7000000e+00  -9.5105652e-01
   2.7500000e+00  -1.0000000e+00
   2.8000000e+00  -9.5105652e-01
   2.8500000e+00  -8.0901699e-01
   2.9000000e+00  -5.8778525e-01
   2.9500000e+00  -3.0901699e-01
   3.0000000e+00  -7.3478808e-16
   3.0500000e+00   3.0901699e-01
   3.1000000e+00   5.8778525e-01
   3.1500000e+00   8.0901699e-01
   3.2000000e+00   9.5105652e-01
   3.2500000e+00   1.0000000e+00
   3.3000000e+00   9.5105652e-01
   3.3500000e+00   8.0901699e-01
   3.4000000e+00   5.8778525e-01
   3.4500000e+00   3.0901699e-01
   3.5000000e+00   8.5725276e-16
   3.5500000e+00  -3.0901699e-01
   3.6000000e+00  -5.8778525e-01
   3.6500000e+00  -8.0901699e-01
   3.7000000e+00  -9.5105652e-01
   3.7500000e+00  -1.0000000e+00
   3.8000000e+00  -9.5105652e-01
   3.8500000e+00  -8.0901699e-01
   3.9000000e+00  -5.8778525e-01
   3.9500000e+00  -3.0901699e-01
   4.0000000e+00  -9.7971744e-16
   4.0500000e+00   3.0901699e-01
   4.1000000e+00   5.8778525e-01
   4.1500000e+00   8.0901699e-01
   4.2000000e+00   9.5105652e-01
   4.2500000e+00   1.0000000e+00
   4.3000000e+00   9.5105652e-01
   4.3500000e+00   8.0901699e-01
   4.4000000e+00   5.8778525e-01
   4.4500000e+00   3.0901699e-01
   4.5000000e+00   1.1021821e-15
   4.5500000e+00  -3.0901699e-01
   4.6000000e+00  -5.8778525e-01
   4.6500000e+00  -8.0901699e-01
   4.7000000e+00  -9.5105652e-01
   4.7500000e+00  -1.0000000e+00
   4.8000000e+00  -9.5105652e-01
   4.8500000e+00  -8.0901699e-01
   4.9000000e+00  -5.8778525e-01
   4.9500000e+00  -3.0901699e-01
   5.0000000e+00  -1.2246468e-15
