-3.000000000000000000e+03 1.000000000000000000e+06
-2.939393939393939490e+03 1.000000000000000000e+06
-2.878787878787878981e+03 1.000000000000000000e+06
-2.818181818181818016e+03 1.000000000000000000e+06
-2.757575757575757507e+03 1.000000000000000000e+06
-2.696969696969696997e+03 1.000000000000000000e+06
-2.636363636363636488e+03 1.000000000000000000e+06
-2.575757575757575978e+03 1.000000000000000000e+06
-2.515151515151515014e+03 1.000000000000000000e+06
-2.454545454545454504e+03 1.000000000000000000e+06
-2.393939393939393995e+03 1.000000000000000000e+06
-2.333333333333333030e+03 1.000000000000000000e+06
-2.272727272727272975e+03 1.000000000000000000e+06
-2.212121212121212011e+03 1.000000000000000000e+06
-2.151515151515151501e+03 1.000000000000000000e+06
-2.090909090909090992e+03 1.000000000000000000e+06
-2.030303030303030255e+03 1.000000000000000000e+06
-1.969696969696969745e+03 1.000000000000000000e+06
-1.909090909090909008e+03 1.000000000000000000e+06
-1.848484848484848499e+03 1.000000000000000000e+06
-1.787878787878787762e+03 1.000000000000000000e+06
-1.727272727272727252e+03 1.000000000000000000e+06
-1.666666666666666515e+03 1.000000000000000000e+06
-1.606060606060606005e+03 1.000000000000000000e+06
-1.545454545454545496e+03 1.000000000000000000e+06
-1.484848484848484759e+03 1.000000000000000000e+06
-1.424242424242424249e+03 1.000000000000000000e+06
-1.363636363636363512e+03 1.000000000000000000e+06
-1.303030303030303003e+03 1.000000000000000000e+06
-1.242424242424242266e+03 1.000000000000000000e+06
-1.181818181818181756e+03 1.000000000000000000e+06
-1.121212121212121019e+03 1.000000000000000000e+06
-1.060606060606060510e+03 1.000000000000000000e+06
-1.000000000000000000e+03 1.000000000000000078e-8
-9.393939393939394904e+02 1.000000000000000078e-8
-8.787878787878785261e+02 1.000000000000000078e-8
-8.181818181818180165e+02 1.000000000000000078e-8
-7.575757575757575069e+02 1.000000000000000078e-8
-6.969696969696969973e+02 1.000000000000000078e-8
-6.363636363636360329e+02 1.000000000000000078e-8
-5.757575757575755233e+02 1.000000000000000078e-8
-5.151515151515150137e+02 1.000000000000000078e-8
-4.545454545454545041e+02 1.000000000000000078e-8
-3.939393939393939945e+02 1.000000000000000078e-8
-3.333333333333330302e+02 1.000000000000000078e-8
-2.727272727272725206e+02 1.000000000000000078e-8
-2.121212121212120110e+02 1.000000000000000078e-8
-1.515151515151515014e+02 1.000000000000000078e-8
-9.090909090909099177e+01 1.000000000000000078e-8
-3.030303030303002743e+01 1.000000000000000078e-8
3.030303030303048217e+01 1.000000000000000078e-8
9.090909090909099177e+01 1.000000000000000078e-8
1.515151515151515014e+02 1.000000000000000078e-8
2.121212121212124657e+02 1.000000000000000078e-8
2.727272727272729753e+02 1.000000000000000078e-8
3.333333333333334849e+02 1.000000000000000078e-8
3.939393939393939945e+02 1.000000000000000078e-8
4.545454545454545041e+02 1.000000000000000078e-8
5.151515151515154685e+02 1.000000000000000078e-8
5.757575757575759781e+02 1.000000000000000078e-8
6.363636363636364877e+02 1.000000000000000078e-8
6.969696969696969973e+02 1.000000000000000078e-8
7.575757575757579616e+02 1.000000000000000078e-8
8.181818181818184712e+02 1.000000000000000078e-8
8.787878787878789808e+02 1.000000000000000078e-8
9.393939393939394904e+02 1.000000000000000078e-8
1.000000000000000000e+03 1.000000000000000078e-8
1.060606060606060964e+03 1.000000000000000000e+06
1.121212121212121019e+03 1.000000000000000000e+06
1.181818181818181984e+03 1.000000000000000000e+06
1.242424242424242948e+03 1.000000000000000000e+06
1.303030303030303003e+03 1.000000000000000000e+06
1.363636363636363967e+03 1.000000000000000000e+06
1.424242424242424022e+03 1.000000000000000000e+06
1.484848484848484986e+03 1.000000000000000000e+06
1.545454545454545951e+03 1.000000000000000000e+06
1.606060606060606005e+03 1.000000000000000000e+06
1.666666666666666970e+03 1.000000000000000000e+06
1.727272727272727934e+03 1.000000000000000000e+06
1.787878787878787989e+03 1.000000000000000000e+06
1.848484848484848953e+03 1.000000000000000000e+06
1.909090909090909008e+03 1.000000000000000000e+06
1.969696969696969973e+03 1.000000000000000000e+06
2.030303030303030937e+03 1.000000000000000000e+06
2.090909090909090992e+03 1.000000000000000000e+06
2.151515151515151956e+03 1.000000000000000000e+06
2.212121212121212011e+03 1.000000000000000000e+06
2.272727272727272975e+03 1.000000000000000000e+06
2.333333333333333940e+03 1.000000000000000000e+06
2.393939393939393995e+03 1.000000000000000000e+06
2.454545454545454959e+03 1.000000000000000000e+06
2.515151515151515014e+03 1.000000000000000000e+06
2.575757575757575978e+03 1.000000000000000000e+06
2.636363636363636942e+03 1.000000000000000000e+06
2.696969696969696997e+03 1.000000000000000000e+06
2.757575757575757962e+03 1.000000000000000000e+06
2.818181818181818016e+03 1.000000000000000000e+06
2.878787878787878981e+03 1.000000000000000000e+06
2.939393939393939945e+03 1.000000000000000000e+06
3.000000000000000000e+03 1.000000000000000000e+06
