0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.535533905932738107e-03,3.535533905932737239e-03,0.000000000000000000e+00
7.071067811865476213e-03,7.071067811865474478e-03,0.000000000000000000e+00
1.060660171779821345e-02,1.060660171779821172e-02,0.000000000000000000e+00
1.414213562373095243e-02,1.414213562373094896e-02,0.000000000000000000e+00
1.767766952966369140e-02,1.767766952966368793e-02,0.000000000000000000e+00
2.121320343559642690e-02,2.121320343559642344e-02,0.000000000000000000e+00
2.474873734152916588e-02,2.474873734152916241e-02,0.000000000000000000e+00
2.828427124746190485e-02,2.828427124746189791e-02,0.000000000000000000e+00
3.181980515339463689e-02,3.181980515339463689e-02,0.000000000000000000e+00
3.535533905932738280e-02,3.535533905932737586e-02,0.000000000000000000e+00
3.889087296526011484e-02,3.889087296526010790e-02,0.000000000000000000e+00
4.242640687119285381e-02,4.242640687119284687e-02,0.000000000000000000e+00
4.596194077712559278e-02,4.596194077712558584e-02,0.000000000000000000e+00
4.949747468305833176e-02,4.949747468305832482e-02,0.000000000000000000e+00
5.303300858899106379e-02,5.303300858899105685e-02,0.000000000000000000e+00
