  0.00	  0.00
  1.00	  0.00
  2.00	  0.00
  3.00	  0.00
  4.00	  0.00
  5.00	  0.00
  6.00	  0.00
  7.00	  0.00
  8.00	50400.00
  9.00	87295.36
 10.00	100800.00
 11.00	87295.36
 12.00	50400.00
 13.00	 -0.00
 14.00	-50400.00
 15.00	-87295.36
 16.00	-100800.00
 17.00	-87295.36
 18.00	-50400.00
 19.00	 -0.00
 20.00	-50400.00
 21.00	-87295.36
 22.00	-100800.00
 23.00	-87295.36
 24.00	-50400.00
 25.00	 -0.00
 26.00	50400.00
 27.00	87295.36
 28.00	100800.00
 29.00	87295.36
 30.00	50400.00
 31.00	  0.00
 32.00	-50400.00
 33.00	-87295.36
 34.00	-100800.00
 35.00	-99268.62
 36.00	-94721.02
 37.00	-87295.36
 38.00	-77217.28
 39.00	-64792.99
 40.00	-50400.00
 41.00	-34475.63
 42.00	-17503.74
 43.00	  0.00
 44.00	17503.74
 45.00	34475.63
 46.00	50400.00
 47.00	64792.99
 48.00	77217.28
 49.00	87295.36
 50.00	94721.02
 51.00	99268.62
 52.00	100800.00
 53.00	99268.62
 54.00	94721.02
 55.00	87295.36
 56.00	77217.28
 57.00	64792.99
 58.00	50400.00
 59.00	34475.63
 60.00	17503.74
 61.00	 -0.00
 62.00	-17503.74
 63.00	-34475.63
 64.00	-50400.00
 65.00	-64792.99
 66.00	-77217.28
 67.00	-87295.36
 68.00	-94721.02
 69.00	-99268.62
 70.00	-100800.00
 71.00	-99268.62
 72.00	-94721.02
 73.00	-87295.36
 74.00	-77217.28
 75.00	-64792.99
 76.00	-50400.00
 77.00	-34475.63
 78.00	-17503.74
 79.00	 -0.00
 80.00	17503.74
 81.00	34475.63
 82.00	50400.00
 83.00	64792.99
 84.00	77217.28
 85.00	87295.36
 86.00	94721.02
 87.00	99268.62
 88.00	100800.00
 89.00	 -0.00
 90.00	-100800.00
 91.00	 -0.00
